district,address,bathrooms_count,country,typology,exterior,floor,hasLift,municipality,neighborhood,newDevelopment,price,price_per_m2,propertyCode,propertyType,province,rooms_count,size_m2,status,avg_price_per_district,price_category,date
Zona Prado de Somosaguas - La Finca,barrio La Finca,4,es,chalet,,,,Pozuelo de Alarcón,La Finca,false,3100000.0,5299.0,104669375,chalet,Madrid,3,585.0,good,2418552.6315789474,high,2024-09-17
Chamberí,calle de Fernández de la Hoz,2,es,flat,true,1,true,Madrid,Almagro,false,595000.0,7438.0,104670562,flat,Madrid,2,80.0,good,1240040.1756756757,low,2024-09-17
Chamberí,calle de Fernández de la Hoz,2,es,flat,true,1,true,Madrid,Almagro,false,595000.0,7438.0,104674213,flat,Madrid,2,80.0,good,1240040.1756756757,low,2024-09-17
Fuencarral,calle Arzobispo Morcillo,2,es,flat,true,7,true,Madrid,La Paz,false,749900.0,4687.0,104674987,flat,Madrid,4,160.0,good,1052016.2767857143,low,2024-09-17
Casco Antiguo,"calle Erillas, 10",2,es,flat,true,3,true,Majadahonda,,true,390000.0,3333.0,104676548,duplex,Madrid,1,117.0,newdevelopment,368897.8333333333,medium,2024-09-17
Arganzuela,calle de Manzanares,1,es,flat,true,3,false,Madrid,Imperial,false,290000.0,4462.0,104678239,flat,Madrid,1,65.0,good,457697.83419689117,low,2024-09-17
Carabanchel,calle de San Silvestre,2,es,flat,true,0,false,Madrid,Opañel,false,345000.0,1099.0,104679056,flat,Madrid,1,314.0,good,277698.3312883436,high,2024-09-17
Chamartín,calle de Santa María Magdalena,2,es,flat,true,1,true,Madrid,Nueva España,false,830000.0,6535.0,104679681,flat,Madrid,3,127.0,renew,1658541.416,low,2024-09-17
El Pastel,calle Cabo de Finisterre,5,es,chalet,,,,Boadilla del Monte,,false,1175000.0,2600.0,104680958,chalet,Madrid,5,452.0,good,984947.5,high,2024-09-17
Chamartín,barrio Nueva España,4,es,flat,true,3,true,Madrid,Nueva España,false,2550000.0,5313.0,104681274,flat,Madrid,4,480.0,good,1658541.416,high,2024-09-17
Chamartín,barrio El Viso,1,es,flat,true,3,true,Madrid,El Viso,false,795000.0,7950.0,104682189,flat,Madrid,2,100.0,renew,1658541.416,low,2024-09-17
Chamartín,barrio Nueva España,1,es,flat,true,5,true,Madrid,Nueva España,false,1125000.0,9534.0,104682487,flat,Madrid,1,118.0,good,1658541.416,low,2024-09-17
Centro,calle de Miguel Servet,1,es,flat,true,3,true,Madrid,Lavapiés-Embajadores,false,300000.0,5357.0,104683242,flat,Madrid,1,56.0,good,769398.6464032421,low,2024-09-17
El Arroyo - La Fuente,plaza Aldehuela,1,es,flat,true,9,true,Fuenlabrada,,false,179900.0,2534.0,104689161,flat,Madrid,3,71.0,good,197360.0,medium,2024-09-17
Centro,calle de la Colegiata,2,es,flat,true,6,true,Madrid,Lavapiés-Embajadores,false,810000.0,5260.0,104691930,penthouse,Madrid,2,154.0,renew,769398.6464032421,medium,2024-09-17
Chamartín,paseo de La Habana,2,es,flat,true,1,true,Madrid,Bernabéu-Hispanoamérica,false,990000.0,4195.0,104693540,flat,Madrid,4,236.0,good,1658541.416,low,2024-09-17
Centro,calle del Postigo de San Martín,2,es,flat,false,2,true,Madrid,Sol,false,649000.0,5900.0,104694922,flat,Madrid,3,110.0,good,769398.6464032421,low,2024-09-17
Ciudad Lineal,calle de José Arcones Gil,2,es,flat,true,0,false,Madrid,Pueblo Nuevo,false,199000.0,4061.0,104695372,flat,Madrid,2,49.0,good,584258.3493449781,low,2024-09-17
Tetuán,"paseo de la Castellana, 143",3,es,flat,true,9,true,Madrid,Cuzco-Castillejos,false,1900000.0,9500.0,104696346,flat,Madrid,3,200.0,good,568637.182572614,high,2024-09-17
Centro,calle de los Estudios,2,es,flat,false,2,true,Madrid,Lavapiés-Embajadores,false,450000.0,5696.0,104696498,flat,Madrid,1,79.0,good,769398.6464032421,low,2024-09-17
Hortaleza,barrio Canillas,2,es,flat,true,2,true,Madrid,Canillas,false,559000.0,5324.0,104696613,flat,Madrid,2,105.0,good,1239664.2406015038,low,2024-09-17
Centro,costanilla de San Andrés,2,es,flat,true,1,true,Madrid,Palacio,false,760000.0,6179.0,104696940,flat,Madrid,2,123.0,good,769398.6464032421,medium,2024-09-17
Vicálvaro,calle Marqués de Casa Tilly s/n,3,es,chalet,,,,Madrid,El Cañaveral,true,580000.0,2266.0,104698900,chalet,Madrid,5,256.0,newdevelopment,376080.66346153844,high,2024-09-17
Vicálvaro,calle Marqués de Casa Tilly s/n,3,es,chalet,,,,Madrid,El Cañaveral,true,560000.0,2258.0,104698959,chalet,Madrid,4,248.0,newdevelopment,376080.66346153844,high,2024-09-17
Vicálvaro,"calle Ferenc Puskas, 193",2,es,flat,true,6,true,Madrid,El Cañaveral,false,450000.0,3846.0,104702816,flat,Madrid,3,117.0,good,376080.66346153844,high,2024-09-17
Centro,calle de la Estrella,2,es,flat,true,2,true,Madrid,Malasaña-Universidad,false,737000.0,6142.0,104703184,flat,Madrid,2,120.0,good,769398.6464032421,medium,2024-09-17
Carabanchel,calle de Aguilar del Río,2,es,flat,true,2,true,Madrid,Buena Vista,false,229000.0,2140.0,104703557,flat,Madrid,3,107.0,good,277698.3312883436,low,2024-09-17
Centro,calle del Postigo de San Martín,2,es,flat,false,2,true,Madrid,Sol,false,649000.0,5900.0,104704578,flat,Madrid,3,110.0,good,769398.6464032421,low,2024-09-17
Zona Monte el Pilar,avenida Principe de Asturias,4,es,flat,true,0,true,Majadahonda,,false,914900.0,4275.0,104706720,flat,Madrid,4,214.0,good,1290047.0588235294,low,2024-09-17
Carabanchel,"calle Marquesa de Argüeso, 31",2,es,flat,true,2,true,Madrid,Opañel,false,350000.0,2941.0,104707461,flat,Madrid,3,119.0,good,277698.3312883436,high,2024-09-17
Barrio de Salamanca,calle de Don Ramón de la Cruz,3,es,flat,true,1,true,Madrid,Goya,false,1129000.0,10961.0,104709547,flat,Madrid,3,103.0,good,1569158.038243626,low,2024-09-17
Parla Este,de la Osa menor s/n,3,es,flat,true,1,true,Parla,,true,224534.0,2364.0,104710564,duplex,Madrid,2,95.0,newdevelopment,265677.4375,low,2024-09-17
Centro,"calle Polvoranca, 23",2,es,flat,true,4,true,Leganés,Vírgenes,true,420000.0,2710.0,104711394,penthouse,Madrid,3,155.0,newdevelopment,769398.6464032421,low,2024-09-17
Arganzuela,"calle Tarragona, 1",3,es,flat,true,0,true,Madrid,Palos de la Frontera,true,548000.0,4529.0,104714272,duplex,Madrid,2,121.0,newdevelopment,457697.83419689117,high,2024-09-17
Hortaleza,avenida Carondelet,7,es,chalet,,,,Madrid,Conde Orgaz-Piovera,false,4000000.0,4128.0,104717735,chalet,Madrid,6,969.0,good,1239664.2406015038,high,2024-09-17
San Blas,calle del Castillo de Oropesa,1,es,flat,true,8,true,Madrid,Simancas,false,159900.0,3402.0,104718307,flat,Madrid,2,47.0,renew,493332.02898550726,low,2024-09-17
Moncloa,barrio Ciudad Universitaria,6,es,chalet,,,,Madrid,Ciudad Universitaria,false,1950000.0,4722.0,104718565,chalet,Madrid,4,413.0,good,1540750.6917562725,high,2024-09-17
Moncloa,barrio Ciudad Universitaria,6,es,chalet,,,,Madrid,Ciudad Universitaria,false,1950000.0,4722.0,104718757,chalet,Madrid,4,413.0,good,1540750.6917562725,high,2024-09-17
Centro,barrio Palacio,4,es,flat,true,6,true,Madrid,Palacio,false,1650000.0,8684.0,104725790,flat,Madrid,3,190.0,good,769398.6464032421,high,2024-09-17
Parque Inlasa,calle de Jerico,1,es,flat,true,2,false,Parla,,false,124989.0,1923.0,104730832,flat,Madrid,3,65.0,good,103329.66666666667,high,2024-09-17
Zona Pueblo,barrio Zona Pueblo,5,es,chalet,,,,Pozuelo de Alarcón,Zona Pueblo,false,1150000.0,4021.0,104735731,chalet,Madrid,5,286.0,good,1355664.450980392,low,2024-09-17
Latina,barrio Los Cármenes,3,es,flat,true,5,true,Madrid,Los Cármenes,false,375000.0,2206.0,104737184,penthouse,Madrid,6,170.0,renew,292681.8390804598,high,2024-09-17
Carabanchel,calle Esteban de Arteaga,2,es,flat,true,0,false,Madrid,Comillas,false,335000.0,3190.0,104737577,duplex,Madrid,2,105.0,good,277698.3312883436,high,2024-09-17
Barrio de Salamanca,calle de Velázquez,3,es,flat,true,4,true,Madrid,Castellana,false,1695000.0,10728.0,104743499,flat,Madrid,4,158.0,good,1569158.038243626,medium,2024-09-17
Chamberí,barrio Gaztambide,3,es,flat,true,4,true,Madrid,Gaztambide,false,1160000.0,4774.0,104743542,flat,Madrid,4,243.0,renew,1240040.1756756757,medium,2024-09-17
Ciudad Lineal,calle Andrés Antón s/n,2,es,flat,true,3,true,Madrid,Ventas,true,410546.0,3633.0,104745171,flat,Madrid,2,113.0,newdevelopment,584258.3493449781,low,2024-09-17
Centro,barrio Huertas-Cortes,1,es,flat,true,4,true,Madrid,Huertas-Cortes,false,1300000.0,10656.0,104746506,flat,Madrid,1,122.0,good,769398.6464032421,high,2024-09-17
Este,calle Barcelona,2,es,flat,true,1,true,Móstoles,,false,330000.0,3113.0,104746656,flat,Madrid,4,106.0,good,236753.84615384616,high,2024-09-17
Carabanchel,calle Tintas,6,es,chalet,,,,Madrid,Vista Alegre,false,599000.0,1777.0,104747703,chalet,Madrid,6,337.0,good,277698.3312883436,high,2024-09-17
San José - Buenos Aires,austria,4,es,chalet,,,,Pinto,,false,570000.0,1913.0,104749171,chalet,Madrid,4,298.0,good,337300.0,high,2024-09-17
Barrio de Salamanca,calle Cardenal Belluga,1,es,flat,true,3,true,Madrid,Guindalera,false,319000.0,7975.0,104749607,flat,Madrid,1,40.0,good,1569158.038243626,low,2024-09-17
Bonanza,Bonanza,6,es,chalet,,,,Boadilla del Monte,,false,1400000.0,2527.0,104750070,chalet,Madrid,6,554.0,good,1183777.7777777778,high,2024-09-17
Barrio de Salamanca,"calle de Claudio Coello, 92",5,es,flat,true,6,true,Madrid,Castellana,false,3600000.0,12676.0,104750625,flat,Madrid,4,284.0,good,1569158.038243626,high,2024-09-17
Puente de Vallecas,calle de Sierra Elvira,2,es,flat,true,11,true,Madrid,Numancia,false,235000.0,2398.0,104774979,flat,Madrid,3,98.0,renew,213998.1403508772,medium,2024-09-17
Chamberí,calle de Alonso Cano,1,es,flat,true,6,true,Madrid,Nuevos Ministerios-Ríos Rosas,false,1075000.0,14333.0,104775951,penthouse,Madrid,1,75.0,good,1240040.1756756757,low,2024-09-17
Centro,"camino de Sacedon, 13",2,es,flat,true,3,true,Villaviciosa de Odón,,false,494900.0,2379.0,104785777,flat,Madrid,3,208.0,good,769398.6464032421,low,2024-09-17
Zona Carretera del Plantío,Zona Carretera del Plantío,4,es,chalet,,,,Majadahonda,,false,1560000.0,3900.0,104787492,chalet,Madrid,5,400.0,good,1160000.0,high,2024-09-17
Hortaleza,calle de Dulce Chacón,2,es,flat,true,17,true,Madrid,Virgen del Cortijo - Manoteras,false,470000.0,6351.0,104789311,flat,Madrid,2,74.0,good,1239664.2406015038,low,2024-09-17
La Moraleja urbanización,La Moraleja urbanización,4,es,chalet,,,,La Moraleja,,false,2890000.0,5088.0,104789384,chalet,Madrid,5,568.0,good,3082447.8260869565,medium,2024-09-17
Barrio de Salamanca,calle de Villanueva,4,es,flat,true,3,true,Madrid,Recoletos,false,2900000.0,12609.0,104789403,flat,Madrid,3,230.0,good,1569158.038243626,high,2024-09-17
Latina,barrio Puerta del Ángel,2,es,flat,true,3,false,Madrid,Puerta del Ángel,false,410000.0,4457.0,104792321,flat,Madrid,2,92.0,good,292681.8390804598,high,2024-09-17
Barrio de Salamanca,barrio Castellana,2,es,flat,true,1,true,Madrid,Castellana,false,4300000.0,9534.0,104793114,flat,Madrid,6,451.0,good,1569158.038243626,high,2024-09-17
Encinar de los Reyes,calle Enrique Lafuente Ferrari,4,es,chalet,,,,La Moraleja,,false,1695000.0,5503.0,104797173,chalet,Madrid,5,308.0,good,1413482.142857143,high,2024-09-17
Tetuán,barrio Cuatro Caminos,2,es,flat,true,15,true,Madrid,Cuatro Caminos,false,1175000.0,7121.0,104798482,flat,Madrid,3,165.0,renew,568637.182572614,high,2024-09-17
Centro,calle San Cosme y San Damián,1,es,flat,false,2,true,Madrid,Lavapiés-Embajadores,false,210000.0,4565.0,104799107,flat,Madrid,1,46.0,good,769398.6464032421,low,2024-09-17
Arganzuela,ronda de Segovia,3,es,flat,true,1,true,Madrid,Imperial,false,449000.0,3402.0,104799965,flat,Madrid,3,132.0,renew,457697.83419689117,medium,2024-09-17
El Bosque,El Bosque,5,es,chalet,,,,Villaviciosa de Odón,,false,1190000.0,1822.0,104800654,chalet,Madrid,5,653.0,good,877710.8823529412,high,2024-09-17
El Bosque,El Bosque,5,es,chalet,,,,Villaviciosa de Odón,,false,1190000.0,1822.0,104801294,chalet,Madrid,5,653.0,good,877710.8823529412,high,2024-09-17
Zona Prado de Somosaguas - La Finca,"paseo de los Lagos, 2",5,es,chalet,,,,Pozuelo de Alarcón,La Finca,false,3100000.0,4921.0,104802347,chalet,Madrid,6,630.0,good,2418552.6315789474,high,2024-09-17
Latina,calle de Ocaña,2,es,flat,true,8,true,Madrid,Aluche,false,117600.0,1238.0,104803089,flat,Madrid,4,95.0,renew,292681.8390804598,low,2024-09-17
Carabanchel,calle de la Gaviota,1,es,flat,true,0,false,Madrid,Vista Alegre,false,160000.0,2540.0,104803638,flat,Madrid,2,63.0,good,277698.3312883436,low,2024-09-17
Chamartín,barrio Nueva España,4,es,flat,true,9,true,Madrid,Nueva España,false,2290000.0,8876.0,104804013,flat,Madrid,4,258.0,good,1658541.416,high,2024-09-17
Centro,calle de Santiago,2,es,flat,true,3,true,Madrid,Palacio,false,1400000.0,5833.0,104804297,flat,Madrid,3,240.0,renew,769398.6464032421,high,2024-09-17
Los Satélites - Roza Martín,avenida de los Satelites,4,es,chalet,,,,Majadahonda,,false,1299000.0,4059.0,104806180,chalet,Madrid,4,320.0,good,1273076.0,medium,2024-09-17
Retiro,paseo de la Infanta Isabel,3,es,flat,true,6,true,Madrid,Jerónimos,false,1195000.0,5637.0,104808476,flat,Madrid,5,212.0,renew,1033324.8743718592,high,2024-09-17
Tetuán,calle de Orense,1,es,flat,true,4,true,Madrid,Cuatro Caminos,false,442000.0,6406.0,104808804,flat,Madrid,1,69.0,good,568637.182572614,low,2024-09-17
Encinar de los Reyes,calle Dámaso Alonso,3,es,flat,true,2,true,La Moraleja,,false,1195000.0,7469.0,104808839,penthouse,Madrid,3,160.0,good,1413482.142857143,low,2024-09-17
Tetuán,barrio Cuzco-Castillejos,3,es,flat,,3,true,Madrid,Cuzco-Castillejos,false,1349000.0,8875.0,104808925,flat,Madrid,3,152.0,good,568637.182572614,high,2024-09-17
Centro,barrio Sol,4,es,flat,true,3,true,Madrid,Sol,false,1099000.0,7632.0,104808958,flat,Madrid,4,144.0,good,769398.6464032421,high,2024-09-17
Moncloa,calle de Rafael Villa,3,es,chalet,,,,Madrid,El Plantío,false,770000.0,3319.0,104808966,chalet,Madrid,3,232.0,good,1540750.6917562725,low,2024-09-17
Fuentebella-San Felix-El Leguario,"calle Jorge Luis Borges, 22",2,es,chalet,,,,Parla,,false,345000.0,1353.0,104811521,chalet,Madrid,4,255.0,good,224348.625,high,2024-09-17
La Moraleja urbanización,Gaitanes,7,es,chalet,,,,La Moraleja,,false,3990000.0,5868.0,104811811,chalet,Madrid,7,680.0,good,3082447.8260869565,high,2024-09-17
Valdepelayo - Montepinos - Arroyo Culebro,calle de Lehendakari Aguirre,5,es,chalet,,,,Leganés,Valdepelayo-Montepinos-Arroyo Culebro,false,545000.0,1741.0,104812491,chalet,Madrid,6,313.0,good,412500.0,high,2024-09-17
Arganzuela,"paseo de las Delicias, 42",2,es,flat,true,5,true,Madrid,Palos de la Frontera,true,1025000.0,7593.0,104820184,flat,Madrid,3,135.0,newdevelopment,457697.83419689117,high,2024-09-17
Fuencarral,calle de Santiago de Compostela,2,es,flat,true,11,true,Madrid,La Paz,false,450000.0,5294.0,104824494,flat,Madrid,3,85.0,good,1052016.2767857143,low,2024-09-17
Usera,calle de la Pilarica,1,es,flat,true,1,false,Madrid,Almendrales,false,143300.0,2924.0,104830276,flat,Madrid,2,49.0,good,260476.03773584907,low,2024-09-17
Fuencarral,barrio Peñagrande,5,es,chalet,,,,Madrid,Peñagrande,false,1245000.0,2510.0,104838027,chalet,Madrid,4,496.0,good,1052016.2767857143,high,2024-09-17
Moncloa,"calle BALMIS, 23",4,es,flat,true,0,true,Madrid,Aravaca,true,1584309.0,8083.0,104839554,flat,Madrid,4,196.0,newdevelopment,1540750.6917562725,medium,2024-09-17
Moncloa,"calle BALMIS, 23",4,es,flat,true,0,true,Madrid,Aravaca,true,1609341.0,8211.0,104839670,flat,Madrid,4,196.0,newdevelopment,1540750.6917562725,medium,2024-09-17
Barrio de Salamanca,calle de José Ortega y Gasset,1,es,flat,true,4,true,Madrid,Lista,false,2490000.0,25670.0,104840249,flat,Madrid,2,97.0,good,1569158.038243626,high,2024-09-17
Moncloa,barrio Argüelles,3,es,flat,true,3,true,Madrid,Argüelles,false,2100000.0,7836.0,104841341,flat,Madrid,4,268.0,good,1540750.6917562725,high,2024-09-17
Villaverde,"plaza Pinazo, 14",2,es,flat,true,1,true,Madrid,San Cristóbal,false,150000.0,1261.0,104842005,flat,Madrid,4,119.0,renew,198885.3076923077,low,2024-09-17
La Fortuna,calle de María Auxiliadora,2,es,flat,true,1,true,Leganés,La Fortuna,false,234000.0,2659.0,104842623,flat,Madrid,2,88.0,good,286150.0,low,2024-09-17
Chamberí,calle de Agustín de Betancourt,2,es,flat,true,6,true,Madrid,Nuevos Ministerios-Ríos Rosas,false,830000.0,10000.0,104843148,flat,Madrid,2,83.0,good,1240040.1756756757,low,2024-09-17
Carabanchel,avenida de Abrantes,1,es,flat,true,1,false,Madrid,Abrantes,false,217000.0,3191.0,104845238,flat,Madrid,3,68.0,good,277698.3312883436,low,2024-09-17
Centro,"calle Honda, 21",2,es,flat,true,3,true,Fuenlabrada,,true,253000.0,2556.0,104845454,flat,Madrid,3,99.0,newdevelopment,769398.6464032421,low,2024-09-17
Ciudad Lineal,calle de Arturo Soria,5,es,flat,true,4,true,Madrid,Atalaya,false,2200000.0,4097.0,104845979,penthouse,Madrid,6,537.0,good,584258.3493449781,high,2024-09-17
Los Satélites - Roza Martín,calle Sirius,3,es,chalet,,,,Majadahonda,,false,1299000.0,5196.0,104846082,chalet,Madrid,4,250.0,good,1273076.0,medium,2024-09-17
Chamberí,barrio Gaztambide,3,es,flat,true,4,true,Madrid,Gaztambide,false,1200000.0,5063.0,104847158,flat,Madrid,5,237.0,good,1240040.1756756757,medium,2024-09-17
Tetuán,barrio Valdeacederas,2,es,flat,true,24,true,Madrid,Valdeacederas,false,2000000.0,9804.0,104847624,flat,Madrid,3,204.0,good,568637.182572614,high,2024-09-17
Chamartín,barrio Bernabéu-Hispanoamérica,3,es,flat,true,2,true,Madrid,Bernabéu-Hispanoamérica,false,2100000.0,7500.0,104848595,flat,Madrid,4,280.0,renew,1658541.416,high,2024-09-17
Centro,barrio Huertas-Cortes,1,es,flat,true,3,true,Madrid,Huertas-Cortes,false,1300000.0,10656.0,104848976,flat,Madrid,1,122.0,good,769398.6464032421,high,2024-09-17
Ciudad Lineal,calle de San Clodoaldo,1,es,flat,true,4,true,Madrid,Ventas,false,349900.0,3301.0,104849023,penthouse,Madrid,2,106.0,good,584258.3493449781,low,2024-09-17
Villaverde,"calle María Barrientos, 10",2,es,flat,true,5,true,Madrid,Los Rosales,false,235000.0,2500.0,104849226,flat,Madrid,3,94.0,renew,198885.3076923077,high,2024-09-17
Centro,calle del Duque de Rivas,1,es,flat,true,1,true,Madrid,Lavapiés-Embajadores,false,490000.0,8167.0,104850196,flat,Madrid,1,60.0,good,769398.6464032421,low,2024-09-17
San Blas,calle Luis Sánchez Polack Tip,2,es,flat,true,3,true,Madrid,Simancas,false,520000.0,4000.0,104854196,flat,Madrid,3,130.0,good,493332.02898550726,medium,2024-09-17
Centro,calle de Barbieri,4,es,flat,true,3,true,Madrid,Chueca-Justicia,false,2175000.0,7178.0,104863093,flat,Madrid,9,303.0,good,769398.6464032421,high,2024-09-17
Barrio de Salamanca,"calle Padilla, 66",2,es,flat,true,5,true,Madrid,Lista,true,2350000.0,11809.0,104863523,penthouse,Madrid,2,199.0,newdevelopment,1569158.038243626,high,2024-09-17
Hortaleza,"calle de Santa Virgilia, 1",2,es,flat,true,13,true,Madrid,Pinar del Rey,false,399500.0,4540.0,104865104,flat,Madrid,2,88.0,good,1239664.2406015038,low,2024-09-17
Valdepastores - Las Encinas,calle de la comunidad canaria,3,es,flat,true,3,true,Boadilla del Monte,,false,710000.0,4104.0,104865834,duplex,Madrid,3,173.0,good,1268187.5,low,2024-09-17
Puente de Vallecas,"calle de Pont de Molins, 15",1,es,flat,true,3,false,Madrid,Portazgo,false,87410.0,1748.0,104866622,flat,Madrid,2,50.0,renew,213998.1403508772,low,2024-09-17
Centro,barrio Malasaña-Universidad,2,es,flat,true,3,true,Madrid,Malasaña-Universidad,false,1373000.0,4577.0,104867078,penthouse,Madrid,2,300.0,good,769398.6464032421,high,2024-09-17
Villaverde,"calle Laguna del Marquesado, 1",2,es,flat,true,2,true,Madrid,Villaverde Alto,false,94875.0,1020.0,104867302,studio,Madrid,0,93.0,good,198885.3076923077,low,2024-09-17
Tetuán,calle de Carmen Portones,1,es,flat,true,1,false,Madrid,Berruguete,false,345000.0,4259.0,104867727,flat,Madrid,3,81.0,good,568637.182572614,low,2024-09-17
Retiro,calle de Alberto Bosch,3,es,flat,true,1,true,Madrid,Jerónimos,false,2500000.0,11013.0,104867799,flat,Madrid,3,227.0,good,1033324.8743718592,high,2024-09-17
Centro,calle de Ventura de la Vega,3,es,flat,true,3,false,Madrid,Huertas-Cortes,false,850000.0,4474.0,104868655,flat,Madrid,7,190.0,good,769398.6464032421,high,2024-09-17
Retiro,barrio Pacífico,3,es,flat,true,0,true,Madrid,Pacífico,false,465000.0,2818.0,104868690,flat,Madrid,2,165.0,good,1033324.8743718592,low,2024-09-17
Hortaleza,barrio Conde Orgaz-Piovera,6,es,chalet,,,,Madrid,Conde Orgaz-Piovera,false,2100000.0,5722.0,104869710,chalet,Madrid,7,367.0,renew,1239664.2406015038,high,2024-09-17
Carabanchel,calle Secoya,2,es,flat,true,1,true,Madrid,Buena Vista,false,329000.0,3697.0,104869833,flat,Madrid,2,89.0,good,277698.3312883436,high,2024-09-17
,calle de la Era,1,es,flat,true,3,false,Mejorada del Campo,,false,156000.0,1857.0,104871376,flat,Madrid,3,84.0,good,,medium,2024-09-17
Tetuán,"calle Beire, 22",1,es,flat,true,1,true,Madrid,Bellas Vistas,true,348000.0,5354.0,104876439,flat,Madrid,1,65.0,newdevelopment,568637.182572614,low,2024-09-17
Encinar de los Reyes,Encinar de los Reyes,3,es,chalet,,,,La Moraleja,,false,1295000.0,4047.0,104877386,chalet,Madrid,4,320.0,good,1413482.142857143,medium,2024-09-17
Centro,barrio Chueca-Justicia,4,es,flat,true,2,true,Madrid,Chueca-Justicia,false,1450000.0,8101.0,104878937,flat,Madrid,3,179.0,good,769398.6464032421,high,2024-09-17
Barrio de Salamanca,barrio Lista,4,es,flat,true,4,true,Madrid,Lista,false,1740000.0,7131.0,104880755,flat,Madrid,4,244.0,good,1569158.038243626,high,2024-09-17
Centro,calle de San Marcos,2,es,flat,true,2,true,Madrid,Chueca-Justicia,false,750000.0,10274.0,104880975,flat,Madrid,1,73.0,good,769398.6464032421,medium,2024-09-17
Fuenlabrada II - El Molino,Fuenlabrada II - El Molino,1,es,flat,true,1,false,Fuenlabrada,,false,189900.0,2042.0,104886055,flat,Madrid,3,93.0,good,157575.0,high,2024-09-17
Universidad - Hospital,Universidad - Hospital,3,es,chalet,,,,Fuenlabrada,,false,599000.0,1849.0,104887410,chalet,Madrid,4,324.0,good,654500.0,medium,2024-09-17
Hortaleza,avenida de los Madroños,5,es,chalet,,,,Madrid,Conde Orgaz-Piovera,false,1990000.0,5038.0,104893687,chalet,Madrid,5,395.0,good,1239664.2406015038,high,2024-09-17
Centro,"calle de la Cruz Verde, 8",1,es,flat,false,2,false,Madrid,Malasaña-Universidad,false,195000.0,3980.0,104894840,flat,Madrid,2,49.0,renew,769398.6464032421,low,2024-09-17
El Naranjo,avenida Cantabria s/n,1,es,flat,true,1,true,Fuenlabrada,,true,221000.0,2908.0,104895607,flat,Madrid,2,76.0,newdevelopment,236116.66666666666,medium,2024-09-17
Las Dehesillas - Vereda de los Estudiantes,"calle la Coruña, 16",1,es,flat,true,0,true,Leganés,Las Dehesillas-Vereda de los Estudiantes,false,181000.0,2263.0,104898803,flat,Madrid,3,80.0,renew,235900.0,low,2024-09-17
Centro,calle San Pablo,1,es,flat,true,4,true,Leganés,Santos,false,169000.0,2315.0,104900921,flat,Madrid,4,73.0,good,769398.6464032421,low,2024-09-17
Centro,calle de Santa Teresa,2,es,flat,,0,true,Madrid,Chueca-Justicia,false,626000.0,3577.0,104902745,flat,Madrid,3,175.0,renew,769398.6464032421,low,2024-09-17
Chamartín,calle de Pradillo,3,es,flat,true,3,true,Madrid,Ciudad Jardín,false,1600000.0,8205.0,104903014,flat,Madrid,3,195.0,good,1658541.416,medium,2024-09-17
La Avanzada - La Cueva,La Avanzada - La Cueva,4,es,chalet,,,,Fuenlabrada,,false,490000.0,1303.0,104903633,chalet,Madrid,4,376.0,good,250996.0,high,2024-09-17
El Naranjo,avenida Cantabria s/n,1,es,flat,true,1,true,Fuenlabrada,,true,237000.0,3646.0,104905522,flat,Madrid,2,65.0,,236116.66666666666,medium,2024-09-17
El Naranjo,avenida Cantabria s/n,2,es,flat,true,1,true,Fuenlabrada,,true,252000.0,2897.0,104905612,flat,Madrid,2,87.0,,236116.66666666666,medium,2024-09-17
El Naranjo,avenida Cantabria s/n,2,es,flat,true,1,true,Fuenlabrada,,true,265000.0,2677.0,104905728,flat,Madrid,2,99.0,,236116.66666666666,high,2024-09-17
El Naranjo,avenida Cantabria s/n,1,es,flat,true,2,true,Fuenlabrada,,true,240000.0,3692.0,104905875,flat,Madrid,2,65.0,,236116.66666666666,medium,2024-09-17
El Naranjo,avenida Cantabria s/n,2,es,flat,true,3,true,Fuenlabrada,,true,233000.0,3192.0,104905922,flat,Madrid,2,73.0,,236116.66666666666,medium,2024-09-17
,calle Beatriz,2,es,flat,true,1,false,Mejorada del Campo,,false,190000.0,1979.0,104906118,flat,Madrid,3,96.0,good,,medium,2024-09-17
El Naranjo,avenida Cantabria s/n,1,es,flat,true,1,true,Fuenlabrada,,true,221000.0,3299.0,104906294,flat,Madrid,2,67.0,,236116.66666666666,medium,2024-09-17
Barrio de Salamanca,"calle Hermosilla, 60",2,es,flat,true,1,true,Madrid,Recoletos,true,2897000.0,14933.0,104907165,flat,Madrid,3,194.0,newdevelopment,1569158.038243626,high,2024-09-17
Chamartín,barrio Nueva España,3,es,chalet,,,,Madrid,Nueva España,false,3800000.0,9719.0,104908744,chalet,Madrid,4,391.0,renew,1658541.416,high,2024-09-17
Barrio de Salamanca,calle de Núñez de Balboa,4,es,flat,true,7,true,Madrid,Recoletos,false,2850000.0,12391.0,104908756,penthouse,Madrid,3,230.0,good,1569158.038243626,high,2024-09-17
Centro,calle del León,1,es,flat,true,4,true,Madrid,Huertas-Cortes,false,395000.0,4817.0,104910272,penthouse,Madrid,1,82.0,good,769398.6464032421,low,2024-09-17
Barrio de Salamanca,calle del Conde de Peñalver,3,es,flat,true,3,true,Madrid,Lista,false,1350000.0,12385.0,104910916,flat,Madrid,3,109.0,good,1569158.038243626,low,2024-09-17
