district,address,bathrooms_count,country,typology,exterior,floor,hasLift,municipality,neighborhood,newDevelopment,price,price_per_m2,propertyCode,propertyType,province,rooms_count,size_m2,status,avg_price_per_district,price_category,date
Moncloa,"calle del Rector Royo-Villanova, 10",2,es,flat,true,5,true,Madrid,Ciudad Universitaria,false,530000.0,3442.0,100126403,flat,Madrid,3,154.0,good,1540750.6917562725,low,2024-09-17
Chamartín,barrio El Viso,5,es,chalet,,,,Madrid,El Viso,false,3200000.0,7805.0,100146519,chalet,Madrid,7,410.0,renew,1658541.416,high,2024-09-17
Moncloa,barrio Argüelles,2,es,flat,true,2,true,Madrid,Argüelles,true,1150000.0,7516.0,100161698,flat,Madrid,3,153.0,newdevelopment,1540750.6917562725,low,2024-09-17
Encinar de los Reyes,calle de San Enrique de Ossó,6,es,chalet,,,,La Moraleja,,false,1860000.0,5345.0,100169446,chalet,Madrid,6,348.0,good,1413482.142857143,high,2024-09-17
Centro,calle de Manuela Malasaña,3,es,flat,true,3,true,Madrid,Malasaña-Universidad,false,779000.0,7713.0,100171022,flat,Madrid,3,101.0,good,769398.6464032421,medium,2024-09-17
Centro,barrio Sol,3,es,flat,true,2,true,Madrid,Sol,false,1248000.0,6367.0,100203502,flat,Madrid,3,196.0,good,769398.6464032421,high,2024-09-17
Ciudad Lineal,barrio San Juan Bautista,4,es,flat,true,4,true,Madrid,San Juan Bautista,false,1175000.0,3133.0,100244599,duplex,Madrid,5,375.0,good,584258.3493449781,high,2024-09-17
Barrio de Salamanca,calle de Serrano,4,es,flat,false,1,true,Madrid,Castellana,false,1275000.0,10200.0,100260573,flat,Madrid,3,125.0,good,1569158.038243626,low,2024-09-17
San Nicasio - Campo de Tiro - Solagua,"Urano, 2",2,es,flat,true,1,true,Leganés,Poza del Agua,true,447300.0,3415.0,100265025,flat,Madrid,4,131.0,newdevelopment,360424.4,high,2024-09-17
Chamartín,barrio El Viso,2,es,flat,true,3,true,Madrid,El Viso,false,1500000.0,8929.0,100313608,flat,Madrid,2,168.0,good,1658541.416,medium,2024-09-17
Barrio de Salamanca,barrio Goya,3,es,flat,true,2,true,Madrid,Goya,false,1390000.0,9720.0,100395278,flat,Madrid,3,143.0,good,1569158.038243626,low,2024-09-17
Latina,paseo del Marqués de Monistrol,3,es,flat,true,4,true,Madrid,Puerta del Ángel,false,749000.0,3901.0,100444019,flat,Madrid,6,192.0,good,292681.8390804598,high,2024-09-17
Parque oeste - Fuente Cisneros,barrio Parque oeste - Fuente Cisneros,2,es,flat,true,4,true,Alcorcón,Parque oeste - Fuente Cisneros,false,400000.0,2703.0,100505031,flat,Madrid,3,148.0,good,429500.0,medium,2024-09-17
Barrio de Salamanca,Francisca Moreno,3,es,flat,true,1,true,Madrid,Goya,false,1800000.0,6429.0,100508043,flat,Madrid,4,280.0,renew,1569158.038243626,high,2024-09-17
La Moraleja urbanización,La Moraleja urbanización,8,es,chalet,,,,La Moraleja,,false,3400000.0,3417.0,100508867,chalet,Madrid,9,995.0,good,3082447.8260869565,high,2024-09-17
Chamberí,calle del Robledillo,2,es,flat,true,6,true,Madrid,Nuevos Ministerios-Ríos Rosas,false,1150000.0,14744.0,100531606,flat,Madrid,2,78.0,good,1240040.1756756757,medium,2024-09-17
Tetuán,"calle Sauco , 19",1,es,flat,true,,true,Madrid,Berruguete,true,389000.0,5329.0,100582097,penthouse,Madrid,1,73.0,newdevelopment,568637.182572614,low,2024-09-17
Centro,calle de Esparteros,1,es,flat,false,3,true,Madrid,Sol,false,899000.0,6243.0,100601362,flat,Madrid,5,144.0,renew,769398.6464032421,high,2024-09-17
Centro,calle Magdalena,2,es,flat,true,0,true,Madrid,Lavapiés-Embajadores,false,675000.0,2576.0,100638364,duplex,Madrid,2,262.0,good,769398.6464032421,low,2024-09-17
Tetuán,calle de las Zinias,1,es,flat,true,1,false,Madrid,Berruguete,false,225000.0,3000.0,100644477,flat,Madrid,2,75.0,renew,568637.182572614,low,2024-09-17
Barrio de Salamanca,barrio Recoletos,2,es,flat,true,3,true,Madrid,Recoletos,false,1100000.0,9402.0,100652284,flat,Madrid,3,117.0,renew,1569158.038243626,low,2024-09-17
Fuencarral,barrio Mirasierra,11,es,chalet,,,,Madrid,Mirasierra,false,2800000.0,2262.0,100664889,chalet,Madrid,11,1238.0,good,1052016.2767857143,high,2024-09-17
Chamberí,barrio Almagro,4,es,flat,true,3,true,Madrid,Almagro,false,2690000.0,9963.0,100746640,flat,Madrid,5,270.0,good,1240040.1756756757,high,2024-09-17
Yucatán- Las Cornisas,barrio Yucatán- Las Cornisas,7,es,chalet,,,,Las Rozas de Madrid,Yucatán- Las Cornisas,false,1875000.0,1892.0,100826966,chalet,Madrid,6,991.0,good,1695666.6666666667,high,2024-09-17
Arganzuela,barrio Legazpi,2,es,flat,true,5,true,Madrid,Legazpi,false,1150000.0,5750.0,100843571,flat,Madrid,4,200.0,good,457697.83419689117,high,2024-09-17
Chamartín,Abedul,3,es,flat,true,0,true,Madrid,Nueva España,false,2490000.0,4199.0,100843738,flat,Madrid,4,593.0,good,1658541.416,high,2024-09-17
Fuencarral,calle Marqués de Villabrágima,7,es,chalet,,,,Madrid,Peñagrande,false,1237000.0,2540.0,100890013,chalet,Madrid,8,487.0,good,1052016.2767857143,high,2024-09-17
Centro,barrio Palacio,1,es,flat,true,3,true,Madrid,Palacio,false,580000.0,5686.0,100907606,flat,Madrid,3,102.0,good,769398.6464032421,low,2024-09-17
Chamartín,"calle de San Juan de la Salle, 5",3,es,flat,true,3,true,Madrid,El Viso,false,1375000.0,5567.0,100914103,flat,Madrid,5,247.0,renew,1658541.416,low,2024-09-17
Barrio de Salamanca,"calle de Roberto Domingo, 1",3,es,flat,true,7,true,Madrid,Guindalera,false,1650000.0,11074.0,100972482,penthouse,Madrid,3,149.0,good,1569158.038243626,medium,2024-09-17
Centro,calle de Fuencarral,2,es,flat,false,4,true,Madrid,Chueca-Justicia,false,690000.0,9200.0,100975684,flat,Madrid,2,75.0,good,769398.6464032421,low,2024-09-17
Barrio de Salamanca,calle de las Mártires Concepcionistas,3,es,flat,true,1,true,Madrid,Goya,false,1370000.0,4790.0,100980412,flat,Madrid,4,286.0,good,1569158.038243626,low,2024-09-17
Zona Pueblo,barrio Zona Pueblo,6,es,chalet,,,,Pozuelo de Alarcón,Zona Pueblo,false,1615000.0,4017.0,101077042,chalet,Madrid,6,402.0,good,1355664.450980392,high,2024-09-17
Tetuán,"paseo de la Dirección, 161",1,es,flat,true,5,true,Madrid,Valdeacederas,false,489000.0,6190.0,101101029,flat,Madrid,1,79.0,good,568637.182572614,low,2024-09-17
Carabanchel,"calle Eugenia de Montijo, 97",3,es,flat,false,1,false,Madrid,Buena Vista,false,315000.0,2143.0,101109186,flat,Madrid,3,147.0,good,277698.3312883436,high,2024-09-17
Chamartín,barrio El Viso,5,es,flat,true,6,true,Madrid,El Viso,false,2300000.0,8984.0,101133402,flat,Madrid,5,256.0,renew,1658541.416,high,2024-09-17
Chamartín,"calle de Sta Hortensia, 58",2,es,flat,true,5,true,Madrid,Prosperidad,true,950000.0,7037.0,101159596,penthouse,Madrid,2,135.0,newdevelopment,1658541.416,low,2024-09-17
Moncloa,barrio El Plantío,6,es,chalet,,,,Madrid,El Plantío,false,2300000.0,4406.0,101171851,chalet,Madrid,5,522.0,good,1540750.6917562725,high,2024-09-17
Hortaleza,avenida de los Madroños,5,es,flat,true,1,true,Madrid,Conde Orgaz-Piovera,false,1795000.0,5295.0,101211617,flat,Madrid,4,339.0,good,1239664.2406015038,high,2024-09-17
,calle Ernest Lluch s/n,3,es,chalet,,,,Mejorada del Campo,,true,361394.0,1643.0,101218530,chalet,Madrid,4,220.0,newdevelopment,,medium,2024-09-17
Centro,covadonga,1,es,flat,true,0,true,Leganés,Vírgenes,false,149000.0,3170.0,101220149,flat,Madrid,1,47.0,good,769398.6464032421,low,2024-09-17
Centro,calle de Velarde,2,es,flat,true,3,true,Madrid,Malasaña-Universidad,false,690000.0,5702.0,101232778,flat,Madrid,2,121.0,good,769398.6464032421,low,2024-09-17
Retiro,calle de Máiquez,2,es,flat,true,1,true,Madrid,Ibiza,false,930000.0,7686.0,101244213,flat,Madrid,4,121.0,good,1033324.8743718592,medium,2024-09-17
Tetuán,paseo de la Castellana,3,es,flat,true,1,true,Madrid,Cuzco-Castillejos,false,950000.0,7480.0,101247375,flat,Madrid,3,127.0,good,568637.182572614,high,2024-09-17
Carabanchel,"calle VALENTIN LLAGUNO, 32",2,es,flat,true,0,true,Madrid,San Isidro,true,450000.0,3947.0,101255185,flat,Madrid,2,114.0,newdevelopment,277698.3312883436,high,2024-09-17
Carabanchel,"calle VALENTIN LLAGUNO, 32",1,es,flat,true,,true,Madrid,San Isidro,true,355000.0,4494.0,101255217,penthouse,Madrid,1,79.0,newdevelopment,277698.3312883436,high,2024-09-17
Carabanchel,"calle VALENTIN LLAGUNO, 32",2,es,flat,true,0,true,Madrid,San Isidro,true,450000.0,4018.0,101255247,flat,Madrid,2,112.0,newdevelopment,277698.3312883436,high,2024-09-17
Centro,avenida de la Constitucion,2,es,flat,true,4,true,Móstoles,,false,205500.0,1742.0,101263168,flat,Madrid,4,118.0,renew,769398.6464032421,low,2024-09-17
Getafe norte,calle Concha Espina,2,es,flat,true,1,true,Getafe,,false,311650.0,2149.0,101302679,flat,Madrid,3,145.0,good,364352.5,low,2024-09-17
Getafe Centro,calle de la Magdalena,2,es,flat,true,0,true,Getafe,,false,255000.0,2684.0,101303321,flat,Madrid,4,95.0,good,256959.12,medium,2024-09-17
Centro,calle de la Cruz,6,es,flat,true,1,false,Madrid,Huertas-Cortes,false,1900000.0,8837.0,101308841,flat,Madrid,7,215.0,good,769398.6464032421,high,2024-09-17
Chamberí,calle de Ponzano,1,es,flat,false,2,true,Madrid,Nuevos Ministerios-Ríos Rosas,false,430000.0,6143.0,101310967,flat,Madrid,2,70.0,good,1240040.1756756757,low,2024-09-17
Centro,barrio Palacio,2,es,flat,true,1,true,Madrid,Palacio,false,990000.0,6972.0,101311715,flat,Madrid,2,142.0,good,769398.6464032421,high,2024-09-17
San Nicasio - Campo de Tiro - Solagua,"avenida Vicente Ferrer, 8",2,es,flat,true,3,true,Leganés,Poza del Agua,true,393211.0,3449.0,101321459,flat,Madrid,3,114.0,newdevelopment,360424.4,medium,2024-09-17
Moratalaz,calle del Camino de los Vinateros,2,es,flat,true,3,false,Madrid,Vinateros,false,268000.0,3153.0,101324566,flat,Madrid,4,85.0,good,271022.0,medium,2024-09-17
Somosaguas,barrio Somosaguas,9,es,chalet,,,,Pozuelo de Alarcón,Somosaguas,false,5900000.0,5478.0,101340225,chalet,Madrid,9,1077.0,good,1852000.0,high,2024-09-17
Golf - El Carralero,calle de Sorolla,3,es,flat,true,1,true,Majadahonda,,false,815000.0,4910.0,101344199,flat,Madrid,4,166.0,good,728655.5555555555,high,2024-09-17
Latina,calle Jaime Tercero,1,es,flat,false,0,false,Madrid,Puerta del Ángel,false,198500.0,3970.0,101353399,flat,Madrid,2,50.0,good,292681.8390804598,low,2024-09-17
Chamartín,calle Pedro de Valdivia,5,es,flat,true,6,true,Madrid,El Viso,false,2300000.0,8679.0,101354432,flat,Madrid,5,265.0,good,1658541.416,high,2024-09-17
Calle Pinto-San Roque,"calle Calderillo, 28",2,es,flat,true,3,true,Parla,,true,183000.0,2773.0,101354908,flat,Madrid,2,66.0,newdevelopment,165582.33333333334,high,2024-09-17
Chamberí,calle del General Arrando,2,es,flat,true,1,true,Madrid,Almagro,false,990000.0,10532.0,101368121,flat,Madrid,2,94.0,renew,1240040.1756756757,low,2024-09-17
Barrio de Salamanca,calle de Castelló,3,es,flat,true,2,true,Madrid,Recoletos,false,2150000.0,11257.0,101387251,flat,Madrid,4,191.0,good,1569158.038243626,high,2024-09-17
Sur,calle Geminis s/n,3,es,chalet,,,,Móstoles,,true,530000.0,3232.0,101391379,chalet,Madrid,4,164.0,newdevelopment,456946.75,high,2024-09-17
Moncloa,barrio Ciudad Universitaria,6,es,chalet,,,,Madrid,Ciudad Universitaria,false,2250000.0,4412.0,101395168,chalet,Madrid,5,510.0,good,1540750.6917562725,high,2024-09-17
Zona Estación,calle escosura,4,es,chalet,,,,Pozuelo de Alarcón,Zona Estación,false,865000.0,3634.0,101399733,chalet,Madrid,4,238.0,renew,1193608.04,low,2024-09-17
Centro,"calle Pinto, 11",2,es,flat,true,1,true,Fuenlabrada,,true,250000.0,2475.0,101454163,flat,Madrid,3,101.0,newdevelopment,769398.6464032421,low,2024-09-17
Centro,"calle Pinto, 11",2,es,flat,true,4,true,Fuenlabrada,,true,350000.0,2448.0,101454293,penthouse,Madrid,3,143.0,newdevelopment,769398.6464032421,low,2024-09-17
Centro,"calle Pinto, 11",2,es,flat,true,0,true,Fuenlabrada,,true,320000.0,2443.0,101454297,flat,Madrid,3,131.0,newdevelopment,769398.6464032421,low,2024-09-17
Moncloa,barrio El Plantío,7,es,chalet,,,,Madrid,El Plantío,false,4000000.0,3636.0,101456066,chalet,Madrid,6,1100.0,good,1540750.6917562725,high,2024-09-17
Ensanche,"avenida de Madrid, 1",1,es,flat,true,0,true,Alcobendas,,true,265000.0,5000.0,101478028,flat,Madrid,2,53.0,newdevelopment,299000.0,low,2024-09-17
Chamberí,barrio Gaztambide,6,es,flat,true,4,true,Madrid,Gaztambide,false,1450000.0,5967.0,101479852,flat,Madrid,5,243.0,good,1240040.1756756757,high,2024-09-17
Centro,barrio Sol,3,es,flat,true,2,true,Madrid,Sol,false,1995000.0,9236.0,101510166,flat,Madrid,3,216.0,good,769398.6464032421,high,2024-09-17
Centro,calle de Mesonero Romanos,2,es,flat,true,3,true,Madrid,Sol,false,889000.0,7534.0,101520776,flat,Madrid,2,118.0,good,769398.6464032421,high,2024-09-17
Moncloa,"calle Aurelio de la Torre , 20",3,es,chalet,,,,Madrid,El Plantío,true,857000.0,2895.0,101524899,chalet,Madrid,4,296.0,newdevelopment,1540750.6917562725,low,2024-09-17
Centro,calle de Atocha,2,es,flat,true,1,true,Madrid,Huertas-Cortes,false,839000.0,7915.0,101570166,flat,Madrid,2,106.0,good,769398.6464032421,medium,2024-09-17
Centro,barrio Malasaña-Universidad,5,es,flat,false,2,true,Madrid,Malasaña-Universidad,false,2600000.0,5652.0,101571175,penthouse,Madrid,4,460.0,good,769398.6464032421,high,2024-09-17
Derechos Humanos,avenida de los Derechos Humanos,2,es,flat,true,0,true,Leganés,Derechos Humanos,false,265000.0,2650.0,101612758,flat,Madrid,3,100.0,good,265000.0,medium,2024-09-17
Hortaleza,barrio Sanchinarro,2,es,flat,true,6,true,Madrid,Sanchinarro,false,980000.0,7538.0,101617329,penthouse,Madrid,4,130.0,good,1239664.2406015038,low,2024-09-17
Las Lomas,Las Lomas,6,es,chalet,,,,Boadilla del Monte,,false,1350000.0,2368.0,101622231,chalet,Madrid,7,570.0,good,2252090.909090909,low,2024-09-17
Sta. Bárbara-La Zaporra,Sta. Bárbara-La Zaporra,1,es,flat,true,0,true,San Sebastián de los Reyes,,true,428257.0,3965.0,101640324,flat,Madrid,2,108.0,newdevelopment,393864.25,medium,2024-09-17
Centro,calle de Atocha,2,es,flat,true,1,true,Madrid,Huertas-Cortes,false,839000.0,7990.0,101640504,flat,Madrid,2,105.0,good,769398.6464032421,medium,2024-09-17
Zona Pueblo,"calle Isla de Creta, 19",5,es,chalet,,,,Pozuelo de Alarcón,Zona Pueblo,true,1895000.0,3852.0,101649351,chalet,Madrid,6,492.0,newdevelopment,1355664.450980392,high,2024-09-17
Centro,barrio Sol,2,es,flat,true,3,true,Madrid,Sol,false,750000.0,6048.0,101673924,flat,Madrid,2,124.0,good,769398.6464032421,medium,2024-09-17
Chamartín,"Antonio Pérez, 24",1,es,flat,true,4,true,Madrid,El Viso,true,890000.0,11867.0,101679059,flat,Madrid,1,75.0,newdevelopment,1658541.416,low,2024-09-17
La Moraleja urbanización,La Moraleja urbanización,9,es,chalet,,,,La Moraleja,,false,1.04E7,7381.0,101688230,chalet,Madrid,7,1409.0,good,3082447.8260869565,high,2024-09-17
Chamartín,barrio El Viso,3,es,flat,true,4,true,Madrid,El Viso,false,2150000.0,7491.0,101711094,flat,Madrid,4,287.0,renew,1658541.416,high,2024-09-17
Hortaleza,"camino Viejo de Burgos, 25",7,es,chalet,,,,Madrid,Valdebebas - Valdefuentes,true,1325000.0,3610.0,101754178,chalet,Madrid,5,367.0,newdevelopment,1239664.2406015038,medium,2024-09-17
Centro,"calle de San Marcos, 3",2,es,flat,true,0,true,Madrid,Chueca-Justicia,false,1100000.0,4661.0,101785878,duplex,Madrid,2,236.0,good,769398.6464032421,high,2024-09-17
Zona Avenida Europa,barrio Zona Avenida Europa,3,es,flat,true,3,true,Pozuelo de Alarcón,Zona Avenida Europa,false,750000.0,3731.0,101786568,flat,Madrid,4,201.0,good,1039053.3333333334,low,2024-09-17
Moncloa,calle Virgen de los Rosales,5,es,chalet,,,,Madrid,Aravaca,false,2280000.0,4515.0,101792453,chalet,Madrid,6,505.0,good,1540750.6917562725,high,2024-09-17
San Blas,"calle Zamenhof , 22",2,es,flat,true,4,true,Madrid,Salvador,true,755000.0,10203.0,101818061,flat,Madrid,2,74.0,newdevelopment,493332.02898550726,high,2024-09-17
Barrio de Salamanca,calle de Claudio Coello,2,es,chalet,,,,Madrid,Castellana,false,1250000.0,9259.0,101824087,chalet,Madrid,2,135.0,good,1569158.038243626,low,2024-09-17
Hortaleza,barrio Palomas,4,es,flat,true,4,false,Madrid,Palomas,false,1050000.0,3116.0,101825647,flat,Madrid,5,337.0,good,1239664.2406015038,low,2024-09-17
Hortaleza,"calle de Mesena, 80",2,es,flat,,1,true,Madrid,Pinar del Rey,true,797500.0,6380.0,101839705,flat,Madrid,2,125.0,newdevelopment,1239664.2406015038,low,2024-09-17
La Moraleja urbanización,camino de la Fuente,7,es,chalet,,,,La Moraleja,,false,3700000.0,3081.0,101849682,chalet,Madrid,7,1201.0,renew,3082447.8260869565,high,2024-09-17
Chamartín,barrio Bernabéu-Hispanoamérica,7,es,chalet,,,,Madrid,Bernabéu-Hispanoamérica,false,3050000.0,5323.0,101871553,chalet,Madrid,7,573.0,renew,1658541.416,high,2024-09-17
Somosaguas,calle Sotavento,5,es,chalet,,,,Pozuelo de Alarcón,Somosaguas,false,1150000.0,3194.0,101876169,chalet,Madrid,6,360.0,good,1852000.0,low,2024-09-17
Zona Pueblo,TAHONA,3,es,flat,true,3,true,Pozuelo de Alarcón,Zona Pueblo,false,749000.0,2724.0,101886070,duplex,Madrid,5,275.0,good,1355664.450980392,low,2024-09-17
Carabanchel,calle de Cazalegas,2,es,flat,true,7,true,Madrid,Abrantes,false,335000.0,3284.0,101886744,flat,Madrid,3,102.0,good,277698.3312883436,high,2024-09-17
Barrio de Salamanca,"calle General Oraá, 9",4,es,flat,true,5,true,Madrid,Castellana,true,5350000.0,13308.0,101887347,flat,Madrid,3,402.0,newdevelopment,1569158.038243626,high,2024-09-17
Centro,calle de Atocha,2,es,flat,true,1,true,Madrid,Huertas-Cortes,false,839000.0,8307.0,101901519,flat,Madrid,2,101.0,good,769398.6464032421,medium,2024-09-17
Centro,calle de la Magdalena,2,es,flat,true,1,true,Madrid,Lavapiés-Embajadores,false,644000.0,4050.0,101932319,flat,Madrid,2,159.0,good,769398.6464032421,low,2024-09-17
El Soto de la Moraleja,El Soto de la Moraleja,4,es,chalet,,,,La Moraleja,,false,1750000.0,4375.0,101950643,chalet,Madrid,4,400.0,good,1483132.3529411764,high,2024-09-17
Centro,calle de Fuencarral,2,es,flat,true,5,true,Madrid,Chueca-Justicia,false,990000.0,10421.0,101965364,penthouse,Madrid,2,95.0,good,769398.6464032421,high,2024-09-17
Ciudad Lineal,calle Juan Pascual,1,es,flat,true,0,false,Madrid,Pueblo Nuevo,false,160000.0,1951.0,101968409,flat,Madrid,3,82.0,good,584258.3493449781,low,2024-09-17
Chamartín,avenida del Doctor Arce,5,es,flat,true,,true,Madrid,El Viso,false,3800000.0,9048.0,101979040,penthouse,Madrid,3,420.0,good,1658541.416,high,2024-09-17
Barrio de Salamanca,barrio Castellana,4,es,flat,true,6,true,Madrid,Castellana,false,2250000.0,8555.0,101980744,flat,Madrid,5,263.0,good,1569158.038243626,high,2024-09-17
Fuencarral,barrio Fuentelarreina,6,es,chalet,,,,Madrid,Fuentelarreina,false,2990000.0,3976.0,101981516,chalet,Madrid,6,752.0,good,1052016.2767857143,high,2024-09-17
Barrio de Salamanca,calle Lope de Rueda,2,es,flat,false,3,true,Madrid,Goya,false,679000.0,9563.0,102024675,flat,Madrid,2,71.0,good,1569158.038243626,low,2024-09-17
La Moraleja urbanización,camino de la Fuente,10,es,chalet,,,,La Moraleja,,false,3700000.0,3086.0,102041194,chalet,Madrid,10,1199.0,good,3082447.8260869565,high,2024-09-17
Chamartín,barrio Nueva España,2,es,flat,true,0,false,Madrid,Nueva España,false,1650000.0,9116.0,102043012,flat,Madrid,2,181.0,good,1658541.416,medium,2024-09-17
Retiro,calle de la Academia,2,es,flat,true,2,true,Madrid,Jerónimos,false,1200000.0,9677.0,102043013,flat,Madrid,2,124.0,good,1033324.8743718592,high,2024-09-17
Fuencarral,calle de Joaquín Lorenzo,2,es,flat,,3,true,Madrid,Peñagrande,true,823000.0,6282.0,102043018,flat,Madrid,3,131.0,newdevelopment,1052016.2767857143,low,2024-09-17
El Soto de la Moraleja,calle de la Hiedra,4,es,flat,true,3,true,La Moraleja,,false,1690000.0,5452.0,102045410,duplex,Madrid,7,310.0,good,1483132.3529411764,high,2024-09-17
Urbanizaciones,avenida monteclaro s/n,4,es,chalet,,,,Pozuelo de Alarcón,Monteclaro,false,1880000.0,5465.0,102070413,chalet,Madrid,7,344.0,good,2186191.1764705884,low,2024-09-17
Barrio de Salamanca,calle de Diego de León,2,es,flat,false,6,true,Madrid,Castellana,false,879000.0,10103.0,102074271,flat,Madrid,2,87.0,good,1569158.038243626,low,2024-09-17
Centro,"calle del Humilladero, 12",1,es,flat,true,5,true,Madrid,Palacio,false,150000.0,7500.0,102084322,penthouse,Madrid,0,20.0,renew,769398.6464032421,low,2024-09-17
Barrio de Salamanca,barrio Castellana,2,es,flat,true,1,true,Madrid,Castellana,false,879000.0,10103.0,102087931,flat,Madrid,2,87.0,good,1569158.038243626,low,2024-09-17
Moncloa,barrio Argüelles,2,es,flat,true,3,true,Madrid,Argüelles,false,810000.0,8710.0,102090236,flat,Madrid,2,93.0,good,1540750.6917562725,low,2024-09-17
El Soto de la Moraleja,calle de la Hiedra,4,es,flat,true,3,true,La Moraleja,,false,1690000.0,5452.0,102092987,penthouse,Madrid,7,310.0,good,1483132.3529411764,high,2024-09-17
Urbanizaciones,barrio Monteclaro,4,es,chalet,,,,Pozuelo de Alarcón,Monteclaro,false,1880000.0,3760.0,102107307,chalet,Madrid,6,500.0,good,2186191.1764705884,low,2024-09-17
Barrio de Salamanca,barrio Castellana,5,es,flat,true,2,true,Madrid,Castellana,false,7900000.0,16702.0,102107584,flat,Madrid,4,473.0,good,1569158.038243626,high,2024-09-17
Moncloa,"calle Arquitecto Sánchez Arcas , 5",2,es,flat,true,1,false,Madrid,Ciudad Universitaria,true,458700.0,7398.0,102112066,flat,Madrid,2,62.0,newdevelopment,1540750.6917562725,low,2024-09-17
Latina,barrio Lucero,2,es,flat,true,13,true,Madrid,Lucero,false,161000.0,1201.0,102116109,flat,Madrid,4,134.0,renew,292681.8390804598,low,2024-09-17
Chamberí,calle de Andrés Mellado,2,es,flat,true,0,true,Madrid,Vallehermoso,false,685000.0,6524.0,102139259,flat,Madrid,4,105.0,good,1240040.1756756757,low,2024-09-17
Arganzuela,barrio Legazpi,1,es,flat,true,3,true,Madrid,Legazpi,false,1300000.0,3611.0,102150070,flat,Madrid,4,360.0,good,457697.83419689117,high,2024-09-17
Hortaleza,calle de Palermo,6,es,chalet,,,,Madrid,Canillas,false,1538000.0,2542.0,102169474,chalet,Madrid,7,605.0,good,1239664.2406015038,high,2024-09-17
Centro,barrio Sol,2,es,flat,,3,true,Madrid,Sol,false,859000.0,9761.0,102170211,flat,Madrid,2,88.0,good,769398.6464032421,high,2024-09-17
Villaverde,calle Laguna del Marquesado,2,es,flat,true,3,true,Madrid,Villaverde Alto,false,105973.0,1277.0,102173684,duplex,Madrid,0,83.0,good,198885.3076923077,low,2024-09-17
San Isidro,calle Toledo s/n,2,es,flat,true,1,true,Getafe,,true,396517.0,3224.0,102184309,flat,Madrid,3,123.0,newdevelopment,370752.75,medium,2024-09-17
San Isidro,calle Toledo s/n,2,es,flat,true,1,true,Getafe,,true,407044.0,3131.0,102184339,flat,Madrid,3,130.0,newdevelopment,370752.75,medium,2024-09-17
San Isidro,calle Toledo s/n,2,es,flat,true,3,true,Getafe,,true,451819.0,3673.0,102184368,flat,Madrid,3,123.0,newdevelopment,370752.75,high,2024-09-17
Valdecabañas,Valdecabañas,5,es,chalet,,,,Boadilla del Monte,,false,1595000.0,3190.0,102193804,chalet,Madrid,6,500.0,good,2346181.8181818184,low,2024-09-17
Tetuán,avenida Doctor Federico Rubio y Galí,1,es,flat,true,1,true,Madrid,Bellas Vistas,false,344000.0,6370.0,102205853,flat,Madrid,1,54.0,good,568637.182572614,low,2024-09-17
Ciudad Lineal,barrio Costillares,3,es,flat,true,1,true,Madrid,Costillares,false,650000.0,4276.0,102206449,flat,Madrid,4,152.0,good,584258.3493449781,high,2024-09-17
Fuencarral,barrio Peñagrande,2,es,flat,true,5,true,Madrid,Peñagrande,false,1109000.0,7493.0,102234101,penthouse,Madrid,4,148.0,good,1052016.2767857143,medium,2024-09-17
Chamartín,calle de Francisco Silvela,2,es,flat,true,3,true,Madrid,El Viso,false,785000.0,6542.0,102248221,flat,Madrid,3,120.0,good,1658541.416,low,2024-09-17
Chamberí,calle de Miguel Ángel,2,es,flat,true,6,true,Madrid,Almagro,false,1250000.0,10417.0,102267027,penthouse,Madrid,2,120.0,good,1240040.1756756757,medium,2024-09-17
San Blas,barrio Canillejas,2,es,chalet,,,,Madrid,Canillejas,false,525000.0,2823.0,102346149,chalet,Madrid,3,186.0,renew,493332.02898550726,medium,2024-09-17
Centro,barrio Huertas-Cortes,1,es,flat,false,2,true,Madrid,Huertas-Cortes,false,450000.0,8654.0,102411069,flat,Madrid,1,52.0,good,769398.6464032421,low,2024-09-17
Villaverde,"Alberto Palacios, 26",1,es,flat,true,4,true,Madrid,Villaverde Alto,true,239900.0,3199.0,102414163,flat,Madrid,2,75.0,newdevelopment,198885.3076923077,high,2024-09-17
Centro,guadarrama,1,es,flat,true,2,false,Villaviciosa de Odón,,false,274900.0,3234.0,102427854,flat,Madrid,2,85.0,good,769398.6464032421,low,2024-09-17
Barrio de Salamanca,calle del General Oráa,2,es,flat,true,6,true,Madrid,Lista,false,950000.0,9694.0,102450849,flat,Madrid,2,98.0,good,1569158.038243626,low,2024-09-17
Centro,"calle Honda, 21",2,es,flat,true,1,true,Fuenlabrada,,true,240000.0,2162.0,102458945,flat,Madrid,3,111.0,newdevelopment,769398.6464032421,low,2024-09-17
Centro,calle de Trujillos,1,es,flat,true,2,true,Madrid,Sol,false,600000.0,5310.0,102459225,flat,Madrid,3,113.0,renew,769398.6464032421,low,2024-09-17
Centro,calle de Hortaleza,2,es,flat,true,1,true,Madrid,Chueca-Justicia,false,990000.0,10532.0,102466456,flat,Madrid,2,94.0,good,769398.6464032421,high,2024-09-17
San Blas,"calle Julián Camarillo, 56",3,es,chalet,,,,Madrid,Simancas,true,1219900.0,5281.0,102468076,chalet,Madrid,4,231.0,newdevelopment,493332.02898550726,high,2024-09-17
