district,address,bathrooms_count,country,typology,exterior,floor,hasLift,municipality,neighborhood,newDevelopment,price,price_per_m2,propertyCode,propertyType,province,rooms_count,size_m2,status,avg_price_per_district,price_category,date
Arganzuela,calle de Mazarredo,2,es,flat,true,0,false,Madrid,Imperial,false,379000.0,3158.0,105269713,flat,Madrid,2,120.0,good,457697.83419689117,low,2024-09-17
Vicálvaro,calle del Erial de la Abuela,3,es,chalet,,,,Madrid,El Cañaveral,false,700000.0,2991.0,105269728,chalet,Madrid,3,234.0,good,376080.66346153844,high,2024-09-17
Arganzuela,calle de Mazarredo,1,es,flat,false,-1,false,Madrid,Imperial,false,176000.0,4757.0,105269784,flat,Madrid,1,37.0,good,457697.83419689117,low,2024-09-17
Ciudad Lineal,barrio San Juan Bautista,4,es,flat,true,3,true,Madrid,San Juan Bautista,false,1790000.0,4674.0,105271855,flat,Madrid,5,383.0,renew,584258.3493449781,high,2024-09-17
Arganzuela,"paseo de las Delicias, 42",2,es,flat,true,1,true,Madrid,Palos de la Frontera,true,1020000.0,4397.0,105273558,flat,Madrid,4,232.0,newdevelopment,457697.83419689117,high,2024-09-17
Centro,barrio Malasaña-Universidad,3,es,flat,true,2,true,Madrid,Malasaña-Universidad,false,889000.0,7598.0,105274295,flat,Madrid,3,117.0,good,769398.6464032421,high,2024-09-17
Barrio de Salamanca,calle de Don Ramón de la Cruz,1,es,flat,false,6,true,Madrid,Goya,false,1129000.0,10961.0,105274896,flat,Madrid,2,103.0,good,1569158.038243626,low,2024-09-17
Chamberí,calle de Bretón de los Herreros,2,es,flat,true,2,true,Madrid,Nuevos Ministerios-Ríos Rosas,false,1130000.0,8433.0,105275075,flat,Madrid,3,134.0,good,1240040.1756756757,medium,2024-09-17
Tetuán,barrio Cuzco-Castillejos,2,es,flat,true,3,true,Madrid,Cuzco-Castillejos,false,1490000.0,5478.0,105275193,flat,Madrid,5,272.0,renew,568637.182572614,high,2024-09-17
Norte - Universidad,calle Peña Rubia,3,es,chalet,,,,Móstoles,,false,540000.0,2559.0,105275642,chalet,Madrid,3,211.0,good,355984.5238095238,high,2024-09-17
Centro,calle de Campoamor,3,es,flat,true,3,true,Madrid,Chueca-Justicia,false,1690000.0,11655.0,105276401,flat,Madrid,3,145.0,good,769398.6464032421,high,2024-09-17
Barrio de Salamanca,calle de Alcalá,3,es,flat,true,6,true,Madrid,Goya,false,1690000.0,10242.0,105276550,flat,Madrid,3,165.0,good,1569158.038243626,medium,2024-09-17
Barrio de Salamanca,"calle de Fernán González, 28",2,es,flat,true,4,true,Madrid,Goya,false,1060000.0,8833.0,105277131,flat,Madrid,3,120.0,renew,1569158.038243626,low,2024-09-17
Vicálvaro,"calle Suertes de la Villa, 102",3,es,chalet,,,,Madrid,El Cañaveral,true,695000.0,3263.0,105277437,chalet,Madrid,4,213.0,newdevelopment,376080.66346153844,high,2024-09-17
Chamberí,calle de Modesto Lafuente,3,es,flat,true,3,true,Madrid,Almagro,false,2000000.0,12500.0,105277591,flat,Madrid,3,160.0,good,1240040.1756756757,high,2024-09-17
Vicálvaro,"calle Suertes de la Villa, 102",3,es,chalet,,,,Madrid,El Cañaveral,true,575000.0,2778.0,105277613,chalet,Madrid,4,207.0,newdevelopment,376080.66346153844,high,2024-09-17
Vicálvaro,"calle Suertes de la Villa, 102",3,es,chalet,,,,Madrid,El Cañaveral,true,705000.0,3079.0,105277679,chalet,Madrid,4,229.0,newdevelopment,376080.66346153844,high,2024-09-17
Vicálvaro,"calle Suertes de la Villa, 102",3,es,chalet,,,,Madrid,El Cañaveral,true,720000.0,3380.0,105277689,chalet,Madrid,4,213.0,newdevelopment,376080.66346153844,high,2024-09-17
Vicálvaro,"calle Suertes de la Villa, 102",3,es,chalet,,,,Madrid,El Cañaveral,true,570000.0,2754.0,105277690,chalet,Madrid,4,207.0,newdevelopment,376080.66346153844,high,2024-09-17
Rivas Futura,"calle Luis Mateo Díez, 8",3,es,chalet,,,,Rivas-Vaciamadrid,,true,580000.0,2458.0,105278147,chalet,Madrid,4,236.0,newdevelopment,427253.76923076925,high,2024-09-17
Centro,barrio Malasaña-Universidad,2,es,flat,true,3,true,Madrid,Malasaña-Universidad,false,1365000.0,6531.0,105278153,flat,Madrid,4,209.0,renew,769398.6464032421,high,2024-09-17
Arganzuela,calle de Canarias,1,es,flat,true,2,true,Madrid,Palos de la Frontera,false,241900.0,5760.0,105278384,flat,Madrid,2,42.0,good,457697.83419689117,low,2024-09-17
Arganzuela,calle de Canarias,1,es,flat,true,2,true,Madrid,Palos de la Frontera,false,241900.0,5760.0,105278446,flat,Madrid,2,42.0,good,457697.83419689117,low,2024-09-17
Arganzuela,calle de Canarias,1,es,flat,true,2,true,Madrid,Palos de la Frontera,false,241900.0,5760.0,105278486,flat,Madrid,2,42.0,good,457697.83419689117,low,2024-09-17
Rozas Centro,calle Andrés Segovia,1,es,flat,false,0,false,Las Rozas de Madrid,La Cañadilla,false,109000.0,1946.0,105278632,duplex,Madrid,1,56.0,good,405425.53125,low,2024-09-17
San Blas,calle de Alcalá,2,es,flat,true,1,true,Madrid,Simancas,false,445000.0,4450.0,105278767,flat,Madrid,2,100.0,good,493332.02898550726,medium,2024-09-17
Centro,calle de San Marcos,1,es,flat,false,1,true,Madrid,Chueca-Justicia,false,595000.0,11667.0,105279328,flat,Madrid,1,51.0,good,769398.6464032421,low,2024-09-17
Carabanchel,calle Pacorro,1,es,flat,false,0,true,Madrid,San Isidro,false,285000.0,2908.0,105280129,flat,Madrid,3,98.0,good,277698.3312883436,medium,2024-09-17
Barrio de Salamanca,calle de Londres,1,es,flat,true,0,false,Madrid,Guindalera,false,298000.0,5960.0,105280674,flat,Madrid,2,50.0,good,1569158.038243626,low,2024-09-17
Centro,calle de Embajadores,2,es,flat,true,5,true,Madrid,Lavapiés-Embajadores,false,530000.0,6625.0,105283245,flat,Madrid,2,80.0,good,769398.6464032421,low,2024-09-17
San Blas,calle de Alcalá,2,es,flat,true,1,true,Madrid,Simancas,false,445000.0,4450.0,105283359,flat,Madrid,1,100.0,good,493332.02898550726,medium,2024-09-17
Tetuán,calle de Carnicer,1,es,flat,false,0,true,Madrid,Bellas Vistas,false,157000.0,4486.0,105283838,flat,Madrid,1,35.0,renew,568637.182572614,low,2024-09-17
Latina,calle de Fray José Cerdeiriña,1,es,flat,true,0,true,Madrid,Águilas,false,129000.0,3146.0,105284084,studio,Madrid,0,41.0,good,292681.8390804598,low,2024-09-17
Chamberí,"calle de Ponce de León, 11",1,es,flat,true,3,false,Madrid,Almagro,false,225000.0,5921.0,105285122,flat,Madrid,1,38.0,good,1240040.1756756757,low,2024-09-17
Ciudad Lineal,calle de Serrano Galvache,2,es,flat,true,7,true,Madrid,Costillares,false,645000.0,3862.0,105285706,flat,Madrid,3,167.0,good,584258.3493449781,high,2024-09-17
Chamberí,"calle de Caracas, 15",2,es,flat,true,6,true,Madrid,Almagro,false,1690000.0,12071.0,105288908,flat,Madrid,5,140.0,renew,1240040.1756756757,high,2024-09-17
Moncloa,avenida de la Osa Mayor,4,es,chalet,,,,Madrid,Aravaca,false,1248800.0,2775.0,105289066,chalet,Madrid,4,450.0,good,1540750.6917562725,low,2024-09-17
Ciudad Lineal,avenida de Ramón y Cajal,2,es,flat,true,6,true,Madrid,Colina,false,550000.0,6044.0,105289121,flat,Madrid,2,91.0,good,584258.3493449781,medium,2024-09-17
Hortaleza,barrio Pinar del Rey,2,es,flat,true,6,true,Madrid,Pinar del Rey,false,469000.0,3908.0,105289233,flat,Madrid,4,120.0,good,1239664.2406015038,low,2024-09-17
Hortaleza,calle de Diego Hurtado de Mendoza,4,es,flat,true,1,true,Madrid,Sanchinarro,false,635000.0,3872.0,105289821,flat,Madrid,4,164.0,good,1239664.2406015038,low,2024-09-17
Centro,"calle de Santa Teresa, 10",2,es,flat,false,3,false,Madrid,Chueca-Justicia,false,626000.0,3517.0,105290295,flat,Madrid,3,178.0,renew,769398.6464032421,low,2024-09-17
Centro,calle de San Bernardo,3,es,flat,true,3,true,Madrid,Malasaña-Universidad,false,839000.0,7627.0,105290489,flat,Madrid,4,110.0,good,769398.6464032421,medium,2024-09-17
Moncloa,barrio Aravaca,5,es,chalet,,,,Madrid,Aravaca,false,1150000.0,4792.0,105290539,chalet,Madrid,4,240.0,good,1540750.6917562725,low,2024-09-17
Chamberí,calle de Isaac Peral,4,es,flat,true,0,true,Madrid,Vallehermoso,false,697000.0,5163.0,105290714,flat,Madrid,4,135.0,renew,1240040.1756756757,low,2024-09-17
Alcobendas Centro,calle del Marqués de la Valdavia,1,es,flat,true,3,true,Alcobendas,,false,235000.0,3615.0,105290828,flat,Madrid,3,65.0,good,259588.23529411765,medium,2024-09-17
Tetuán,"calle Müller, 21",1,es,flat,true,1,true,Madrid,Valdeacederas,true,396000.0,4352.0,105291752,flat,Madrid,1,91.0,newdevelopment,568637.182572614,low,2024-09-17
Tetuán,"calle Müller, 21",1,es,flat,true,2,true,Madrid,Valdeacederas,true,428000.0,4602.0,105291811,flat,Madrid,1,93.0,newdevelopment,568637.182572614,low,2024-09-17
Chamberí,barrio Vallehermoso,3,es,flat,true,8,true,Madrid,Vallehermoso,false,1850000.0,6379.0,105291816,flat,Madrid,5,290.0,good,1240040.1756756757,high,2024-09-17
Tetuán,"calle Müller, 21",1,es,flat,true,4,true,Madrid,Valdeacederas,true,460000.0,5055.0,105291844,penthouse,Madrid,1,91.0,newdevelopment,568637.182572614,low,2024-09-17
Carabanchel,calle de la Oca,1,es,flat,false,2,true,Madrid,Vista Alegre,false,240000.0,3429.0,105292077,flat,Madrid,3,70.0,good,277698.3312883436,low,2024-09-17
Barrio de Salamanca,calle de Ayala,3,es,flat,true,2,true,Madrid,Goya,false,1190000.0,7933.0,105292079,flat,Madrid,3,150.0,good,1569158.038243626,low,2024-09-17
Barrio de Salamanca,calle de Núñez de Balboa,6,es,flat,true,4,true,Madrid,Castellana,false,5000000.0,10331.0,105292270,flat,Madrid,6,484.0,good,1569158.038243626,high,2024-09-17
Centro,calle del Olmo,2,es,flat,true,3,true,Madrid,Lavapiés-Embajadores,false,500000.0,5495.0,105292599,flat,Madrid,2,91.0,good,769398.6464032421,low,2024-09-17
El Bosque,Monte La Villa s/n,3,es,chalet,,,,Villaviciosa de Odón,,true,640500.0,3065.0,105292661,chalet,Madrid,4,209.0,newdevelopment,877710.8823529412,low,2024-09-17
El Bosque,Monte La Villa s/n,3,es,chalet,,,,Villaviciosa de Odón,,true,692750.0,2771.0,105292671,chalet,Madrid,4,250.0,newdevelopment,877710.8823529412,low,2024-09-17
El Bosque,Monte La Villa s/n,3,es,chalet,,,,Villaviciosa de Odón,,true,641000.0,3067.0,105292681,chalet,Madrid,4,209.0,newdevelopment,877710.8823529412,low,2024-09-17
El Bosque,Monte La Villa s/n,3,es,chalet,,,,Villaviciosa de Odón,,true,677750.0,2711.0,105292692,chalet,Madrid,4,250.0,newdevelopment,877710.8823529412,low,2024-09-17
El Bosque,Monte La Villa s/n,3,es,chalet,,,,Villaviciosa de Odón,,true,673300.0,2693.0,105292712,chalet,Madrid,4,250.0,newdevelopment,877710.8823529412,low,2024-09-17
Moncloa,"calle del Abeto, 4",3,es,flat,true,2,true,Madrid,Valdemarín,false,1534000.0,4446.0,105292962,duplex,Madrid,4,345.0,good,1540750.6917562725,medium,2024-09-17
San Blas,"calle Emilio Muñoz, 47",2,es,flat,true,3,true,Madrid,Simancas,true,395000.0,5338.0,105293241,flat,Madrid,2,74.0,newdevelopment,493332.02898550726,low,2024-09-17
Chamartín,calle del Príncipe de Vergara,3,es,flat,true,7,true,Madrid,Bernabéu-Hispanoamérica,false,1290000.0,8323.0,105293418,penthouse,Madrid,4,155.0,good,1658541.416,low,2024-09-17
Getafe norte,calle Rosa de Lima,3,es,chalet,,,,Getafe,,false,499500.0,1665.0,105293562,chalet,Madrid,4,300.0,good,364352.5,high,2024-09-17
Puente de Vallecas,calle Sierra de Alcubierre s/n,1,es,flat,true,2,false,Madrid,San Diego,false,198000.0,3143.0,105293581,flat,Madrid,3,63.0,good,213998.1403508772,medium,2024-09-17
Barrio de Salamanca,calle del Príncipe de Vergara,3,es,flat,true,1,true,Madrid,Goya,false,1830000.0,10457.0,105294446,flat,Madrid,2,175.0,good,1569158.038243626,high,2024-09-17
Usera,calle del Parque de la Paloma,1,es,flat,,3,false,Madrid,Zofío,false,159900.0,2710.0,105294788,flat,Madrid,3,59.0,good,260476.03773584907,low,2024-09-17
Fuencarral,barrio Peñagrande,2,es,flat,true,1,true,Madrid,Peñagrande,false,767000.0,4408.0,105294802,flat,Madrid,4,174.0,good,1052016.2767857143,low,2024-09-17
Barrio de Salamanca,barrio Castellana,2,es,flat,false,0,true,Madrid,Castellana,false,721000.0,10300.0,105295813,flat,Madrid,2,70.0,good,1569158.038243626,low,2024-09-17
Hortaleza,calle de Carrión de los Condes,1,es,flat,true,0,true,Madrid,Apóstol Santiago,false,225000.0,3814.0,105296108,flat,Madrid,2,59.0,good,1239664.2406015038,low,2024-09-17
Fuencarral,barrio Mirasierra,4,es,chalet,,,,Madrid,Mirasierra,false,2500000.0,5112.0,105298069,chalet,Madrid,5,489.0,good,1052016.2767857143,high,2024-09-17
Centro,calle de la Cava Baja,1,es,flat,true,3,true,Madrid,Palacio,false,435000.0,10875.0,105298168,studio,Madrid,0,40.0,good,769398.6464032421,low,2024-09-17
Chamberí,calle de Ríos Rosas,1,es,flat,false,0,true,Madrid,Nuevos Ministerios-Ríos Rosas,false,395000.0,5197.0,105298214,flat,Madrid,1,76.0,good,1240040.1756756757,low,2024-09-17
Retiro,"calle de Juan de Urbieta, 49",2,es,flat,true,2,false,Madrid,Niño Jesús,false,960000.0,6000.0,105298740,penthouse,Madrid,1,160.0,good,1033324.8743718592,medium,2024-09-17
Zona Avenida Europa,avenida de Europa,2,es,flat,true,3,true,Pozuelo de Alarcón,Zona Avenida Europa,false,998000.0,4416.0,105298798,penthouse,Madrid,4,226.0,good,1039053.3333333334,medium,2024-09-17
Puente de Vallecas,"calle Cachero, 7",1,es,flat,true,2,false,Madrid,San Diego,false,194990.0,3000.0,105299241,flat,Madrid,3,65.0,good,213998.1403508772,medium,2024-09-17
Barrio de Salamanca,barrio Guindalera,1,es,flat,false,3,true,Madrid,Guindalera,false,345000.0,5000.0,105299430,studio,Madrid,0,69.0,good,1569158.038243626,low,2024-09-17
Tetuán,"calle Bravo Murillo, 335",1,es,flat,true,1,true,Madrid,Valdeacederas,true,479000.0,5443.0,105299617,flat,Madrid,1,88.0,newdevelopment,568637.182572614,low,2024-09-17
Tetuán,"calle Bravo Murillo, 335",1,es,flat,true,2,true,Madrid,Valdeacederas,true,421000.0,6379.0,105299738,flat,Madrid,1,66.0,newdevelopment,568637.182572614,low,2024-09-17
Barrio de Salamanca,barrio Recoletos,4,es,flat,true,4,true,Madrid,Recoletos,false,3550000.0,16136.0,105300050,flat,Madrid,3,220.0,good,1569158.038243626,high,2024-09-17
Puente de Vallecas,calle de Bélmez,1,es,chalet,,,,Madrid,Entrevías,false,170000.0,2464.0,105300079,chalet,Madrid,3,69.0,renew,213998.1403508772,low,2024-09-17
Valdecabañas,"calle Playa de las Antillas, 3",7,es,chalet,,,,Boadilla del Monte,,false,2500000.0,2831.0,105301135,chalet,Madrid,8,883.0,good,2346181.8181818184,medium,2024-09-17
Vicálvaro,barrio Los Berrocales,2,es,flat,true,3,true,Madrid,Los Berrocales,true,179097.0,2239.0,105301171,flat,Madrid,2,80.0,newdevelopment,376080.66346153844,low,2024-09-17
Vicálvaro,barrio Los Berrocales,2,es,flat,true,5,true,Madrid,Los Berrocales,true,179381.0,2271.0,105301189,flat,Madrid,2,79.0,newdevelopment,376080.66346153844,low,2024-09-17
Barrio de Salamanca,calle de Lagasca,4,es,flat,false,1,true,Madrid,Recoletos,false,1550000.0,10473.0,105302382,flat,Madrid,3,148.0,good,1569158.038243626,medium,2024-09-17
Tetuán,calle de Bravo Murillo,1,es,flat,true,3,true,Madrid,Berruguete,false,250000.0,4902.0,105302795,flat,Madrid,2,51.0,good,568637.182572614,low,2024-09-17
Encinar de los Reyes,Encinar de los Reyes,4,es,flat,true,0,true,La Moraleja,,false,1380000.0,4246.0,105303361,flat,Madrid,4,325.0,good,1413482.142857143,medium,2024-09-17
Arganzuela,"calle de la Antracita, 3",2,es,flat,true,5,true,Madrid,Legazpi,false,650000.0,4577.0,105303392,flat,Madrid,3,142.0,good,457697.83419689117,high,2024-09-17
Parla Este,avenida del Sistema Solar,2,es,flat,true,0,true,Parla,,false,359900.0,1846.0,105304807,flat,Madrid,3,195.0,good,265677.4375,high,2024-09-17
Fuencarral,calle de Cándido Mateos,4,es,flat,true,5,true,Madrid,Peñagrande,false,1090000.0,4580.0,105304848,flat,Madrid,4,238.0,good,1052016.2767857143,medium,2024-09-17
Barrio de Salamanca,barrio Castellana,3,es,flat,true,2,true,Madrid,Castellana,false,3500000.0,9722.0,105305185,flat,Madrid,4,360.0,good,1569158.038243626,high,2024-09-17
Barrio de Salamanca,barrio Lista,2,es,flat,true,2,true,Madrid,Lista,false,1400000.0,8235.0,105305644,flat,Madrid,3,170.0,good,1569158.038243626,low,2024-09-17
Moncloa,barrio El Plantío,6,es,chalet,,,,Madrid,El Plantío,false,2100000.0,3471.0,105305970,chalet,Madrid,12,605.0,renew,1540750.6917562725,high,2024-09-17
Barrio de Salamanca,calle de Diego de León,2,es,flat,true,1,true,Madrid,Lista,false,900000.0,9000.0,105306581,flat,Madrid,3,100.0,good,1569158.038243626,low,2024-09-17
Tetuán,calle del Limonero,1,es,flat,false,2,false,Madrid,Cuzco-Castillejos,false,229000.0,4404.0,105306822,flat,Madrid,1,52.0,good,568637.182572614,low,2024-09-17
Barrio de Salamanca,calle de Agustín Durán,1,es,flat,true,2,true,Madrid,Guindalera,false,480000.0,5854.0,105309010,flat,Madrid,2,82.0,renew,1569158.038243626,low,2024-09-17
Chamartín,barrio El Viso,4,es,flat,true,3,true,Madrid,El Viso,false,2250000.0,9259.0,105309343,flat,Madrid,4,243.0,good,1658541.416,high,2024-09-17
Golf - El Carralero,Golf - El Carralero,3,es,flat,true,1,true,Majadahonda,,false,615000.0,5212.0,105309993,flat,Madrid,3,118.0,good,728655.5555555555,low,2024-09-17
Villa de Vallecas,barrio Casco Histórico de Vallecas,2,es,flat,true,1,true,Madrid,Casco Histórico de Vallecas,true,277700.0,3428.0,105311188,flat,Madrid,2,81.0,newdevelopment,309949.953125,low,2024-09-17
Chamartín,barrio Ciudad Jardín,3,es,chalet,,,,Madrid,Ciudad Jardín,false,1750000.0,7353.0,105311773,chalet,Madrid,4,238.0,renew,1658541.416,medium,2024-09-17
Hortaleza,calle de las Petunias,4,es,chalet,,,,Madrid,Palomas,false,1500000.0,4298.0,105311854,chalet,Madrid,6,349.0,good,1239664.2406015038,high,2024-09-17
Retiro,calle de Fernán González,2,es,flat,false,3,true,Madrid,Ibiza,false,760000.0,6726.0,105311887,flat,Madrid,3,113.0,good,1033324.8743718592,low,2024-09-17
Centro,"calle de Santa Isabel, 9",1,es,flat,true,3,true,Madrid,Lavapiés-Embajadores,true,840000.0,7706.0,105312282,flat,Madrid,2,109.0,newdevelopment,769398.6464032421,medium,2024-09-17
Casco Urbano,ronda de las Cuestas,5,es,chalet,,,,Paracuellos de Jarama,,false,670000.0,2107.0,105312515,chalet,Madrid,6,318.0,good,341142.85714285716,high,2024-09-17
Barrio de Salamanca,calle de Velázquez,5,es,flat,true,3,true,Madrid,Castellana,false,6000000.0,13187.0,105312695,flat,Madrid,4,455.0,good,1569158.038243626,high,2024-09-17
Barrio de Salamanca,barrio Fuente del Berro,2,es,flat,true,7,true,Madrid,Fuente del Berro,false,980000.0,6533.0,105313883,penthouse,Madrid,3,150.0,good,1569158.038243626,low,2024-09-17
Centro,"calle de las Nieves, 8",2,es,flat,true,0,true,Leganés,Casco Antiguo,false,285200.0,3278.0,105314217,duplex,Madrid,4,87.0,good,769398.6464032421,low,2024-09-17
Ciudad Lineal,"calle de Florencio García, 74",1,es,flat,true,0,false,Madrid,Quintana,false,260000.0,5306.0,105314408,flat,Madrid,2,49.0,good,584258.3493449781,low,2024-09-17
Zona Prado de Somosaguas - La Finca,calle Tramontana s/n,4,es,flat,true,4,true,Pozuelo de Alarcón,Prado de Somosaguas,false,785000.0,3720.0,105314720,flat,Madrid,3,211.0,good,2418552.6315789474,low,2024-09-17
Centro,barrio Palacio,3,es,flat,true,3,true,Madrid,Palacio,false,795000.0,8030.0,105315233,flat,Madrid,2,99.0,good,769398.6464032421,medium,2024-09-17
Chamberí,calle de Modesto Lafuente,1,es,flat,true,0,true,Madrid,Nuevos Ministerios-Ríos Rosas,false,439000.0,5046.0,105316655,flat,Madrid,3,87.0,good,1240040.1756756757,low,2024-09-17
Arganzuela,paseo del Molino,2,es,flat,true,4,true,Madrid,Legazpi,false,390000.0,4239.0,105317166,flat,Madrid,4,92.0,renew,457697.83419689117,low,2024-09-17
Barrio de Salamanca,barrio Goya,4,es,flat,true,4,true,Madrid,Goya,false,2250000.0,9783.0,105317436,flat,Madrid,3,230.0,good,1569158.038243626,high,2024-09-17
Fuencarral,calle de Sarria,1,es,flat,true,1,true,Madrid,Pilar,false,250000.0,3623.0,105317553,flat,Madrid,3,69.0,good,1052016.2767857143,low,2024-09-17
Barrio de Salamanca,calle del Doctor Gómez Ulla,3,es,flat,true,1,true,Madrid,Guindalera,false,1175000.0,5875.0,105317642,flat,Madrid,4,200.0,renew,1569158.038243626,low,2024-09-17
Centro,barrio Sol,2,es,flat,true,2,true,Madrid,Sol,false,1279000.0,8305.0,105317759,flat,Madrid,4,154.0,good,769398.6464032421,high,2024-09-17
Centro,"calle Gonzalo Calamita, 1",2,es,flat,true,2,true,Villaviciosa de Odón,,false,499900.0,2577.0,105318086,flat,Madrid,3,194.0,good,769398.6464032421,low,2024-09-17
Sector 3,Sector 3,4,es,chalet,,,,Getafe,,false,589000.0,2945.0,105320593,chalet,Madrid,5,200.0,good,508800.0,high,2024-09-17
Arroyo de la Vega,avenida de la Vega,2,es,flat,true,4,true,La Moraleja,,false,950000.0,5278.0,105321803,penthouse,Madrid,3,180.0,good,961625.0,medium,2024-09-17
Barrio de Salamanca,barrio Castellana,4,es,flat,true,3,true,Madrid,Castellana,false,2490000.0,12969.0,105322245,flat,Madrid,3,192.0,good,1569158.038243626,high,2024-09-17
Chamberí,barrio Almagro,4,es,flat,true,7,true,Madrid,Almagro,false,1950000.0,8298.0,105322339,penthouse,Madrid,4,235.0,good,1240040.1756756757,high,2024-09-17
Yucatán- Las Cornisas,barrio Yucatán- Las Cornisas,3,es,chalet,,,,Las Rozas de Madrid,Yucatán- Las Cornisas,false,1210000.0,5307.0,105322630,chalet,Madrid,5,228.0,good,1695666.6666666667,low,2024-09-17
Zona Estación,calle los Picos de Urbión,3,es,flat,true,3,true,Pozuelo de Alarcón,Zona Estación,false,759800.0,4661.0,105323544,duplex,Madrid,3,163.0,good,1193608.04,low,2024-09-17
Chamartín,barrio Bernabéu-Hispanoamérica,3,es,flat,true,7,true,Madrid,Bernabéu-Hispanoamérica,false,1550000.0,6405.0,105324431,flat,Madrid,4,242.0,good,1658541.416,medium,2024-09-17
Centro,Carrera de San Jerónimo,3,es,flat,true,2,false,Madrid,Sol,false,989000.0,8830.0,105325455,flat,Madrid,3,112.0,good,769398.6464032421,high,2024-09-17
Arganzuela,calle de las Peñuelas,2,es,flat,true,0,true,Madrid,Acacias,false,230000.0,2949.0,105325566,flat,Madrid,2,78.0,good,457697.83419689117,low,2024-09-17
Chamberí,barrio Almagro,4,es,flat,true,3,true,Madrid,Almagro,false,2300000.0,11275.0,105326040,flat,Madrid,3,204.0,good,1240040.1756756757,high,2024-09-17
Casco Urbano,calle Real,1,es,flat,true,0,false,Paracuellos de Jarama,,false,224000.0,3246.0,105326115,flat,Madrid,3,69.0,good,341142.85714285716,low,2024-09-17
Moncloa,barrio Ciudad Universitaria,3,es,chalet,,,,Madrid,Ciudad Universitaria,false,1690000.0,6036.0,105326475,chalet,Madrid,5,280.0,good,1540750.6917562725,medium,2024-09-17
San Blas,calle de Rafael de la Hoz,6,es,chalet,,,,Madrid,Canillejas,false,1250000.0,5365.0,105326648,chalet,Madrid,5,233.0,good,493332.02898550726,high,2024-09-17
Ciudad Lineal,calle Hermanos de Pablo,1,es,flat,true,1,true,Madrid,Quintana,false,267000.0,4045.0,105327064,flat,Madrid,3,66.0,renew,584258.3493449781,low,2024-09-17
Villayuventus-Renfe,calle Palencia,2,es,flat,true,1,true,Parla,,false,230000.0,2018.0,105327463,flat,Madrid,3,114.0,good,166599.4,high,2024-09-17
Ciudad Lineal,calle del Jazmín,2,es,flat,true,10,true,Madrid,Costillares,false,570000.0,5377.0,105328203,flat,Madrid,3,106.0,good,584258.3493449781,medium,2024-09-17
Centro,calle de Almadén,1,es,flat,true,3,false,Madrid,Huertas-Cortes,false,575000.0,7667.0,105328523,flat,Madrid,2,75.0,renew,769398.6464032421,low,2024-09-17
Centro,calle de Almadén,1,es,flat,true,2,false,Madrid,Huertas-Cortes,false,575000.0,7667.0,105328626,flat,Madrid,2,75.0,renew,769398.6464032421,low,2024-09-17
Norte - Universidad,calle Dalia,2,es,flat,true,1,true,Móstoles,,false,249900.0,2872.0,105328826,flat,Madrid,3,87.0,good,355984.5238095238,low,2024-09-17
Barrio de Salamanca,calle de Castelló,3,es,flat,false,1,true,Madrid,Castellana,false,1499000.0,8818.0,105329169,flat,Madrid,3,170.0,good,1569158.038243626,medium,2024-09-17
Sector B,calle Gaudí,2,es,flat,true,0,true,Boadilla del Monte,,false,559000.0,4203.0,105329243,duplex,Madrid,3,133.0,good,629311.1111111111,low,2024-09-17
Ciudad Lineal,calle de Nuestra Señora del Villar s/n,1,es,flat,true,3,true,Madrid,Ventas,false,234000.0,3900.0,105329505,flat,Madrid,3,60.0,renew,584258.3493449781,low,2024-09-17
Moratalaz,barrio Fontarrón,2,es,flat,true,1,true,Madrid,Fontarrón,false,350000.0,2756.0,105330187,flat,Madrid,3,127.0,good,271022.0,high,2024-09-17
Tetuán,barrio Valdeacederas,2,es,flat,true,0,false,Madrid,Valdeacederas,false,225000.0,4412.0,105330391,flat,Madrid,2,51.0,good,568637.182572614,low,2024-09-17
Tetuán,barrio Valdeacederas,2,es,flat,true,0,false,Madrid,Valdeacederas,false,300000.0,4054.0,105330392,flat,Madrid,2,74.0,good,568637.182572614,low,2024-09-17
Ciudad Lineal,barrio Costillares,1,es,flat,true,0,true,Madrid,Costillares,false,220000.0,6471.0,105330663,studio,Madrid,0,34.0,good,584258.3493449781,low,2024-09-17
Retiro,calle de Cavanilles,1,es,flat,true,-1,true,Madrid,Pacífico,false,246750.0,4182.0,105331293,flat,Madrid,1,59.0,good,1033324.8743718592,low,2024-09-17
Barrio de Salamanca,calle de Colomer,2,es,flat,true,0,false,Madrid,Guindalera,false,455000.0,4063.0,105331347,flat,Madrid,4,112.0,good,1569158.038243626,low,2024-09-17
Las Lomas,Las Lomas,7,es,chalet,,,,Boadilla del Monte,,false,1990000.0,1244.0,105333103,chalet,Madrid,12,1600.0,good,2252090.909090909,low,2024-09-17
Somosaguas,barrio Somosaguas,8,es,chalet,,,,Pozuelo de Alarcón,Somosaguas,false,4400000.0,4037.0,105333260,chalet,Madrid,5,1090.0,good,1852000.0,high,2024-09-17
Barrio de Salamanca,calle del Príncipe de Vergara,2,es,flat,false,1,false,Madrid,Recoletos,false,829000.0,10908.0,105333307,flat,Madrid,2,76.0,good,1569158.038243626,low,2024-09-17
La Moraleja urbanización,La Moraleja urbanización,4,es,chalet,,,,La Moraleja,,false,3800000.0,4343.0,105333331,chalet,Madrid,5,875.0,renew,3082447.8260869565,high,2024-09-17
